year,ceremony,category,nominee,film,winner,source_url
1954,1954,Feature Film - Television,Robert Florey,"The Loretta Young Show for ""The Clara Schumann Story""",0,https://en.wikipedia.org/wiki/7th_Directors_Guild_of_America_Awards
1954,1954,Feature Film - Television,Ted Post,"Waterfront for ""High Water""",0,https://en.wikipedia.org/wiki/7th_Directors_Guild_of_America_Awards
1954,1954,Feature Film - Television,Jack Webb,"Dragnet for ""The Big Producer""",0,https://en.wikipedia.org/wiki/7th_Directors_Guild_of_America_Awards
1954,1954,Television,Walt Disney,,1,https://en.wikipedia.org/wiki/7th_Directors_Guild_of_America_Awards
1954,1954,Television,7th Annual Directors Guild of America Awards,,1,https://en.wikipedia.org/wiki/7th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,Richard Brooks,Blackboard Jungle,1,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,John Ford,The Long Gray Line,0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,Elia Kazan,East of Eden,0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,Henry Koster,A Man Called Peter,0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,Joshua Logan,Picnic,0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,Daniel Mann,The Rose Tattoo,0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,Mark Robson,The Bridges at Toko-Ri,0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,John Sturges,Bad Day at Black Rock,0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,Charles Vidor,Love Me or Leave Me,0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Website - Feature Film,Billy Wilder,The Seven Year Itch,0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Feature Film - Television,Robert Florey,"Four Star Playhouse for ""The Executioner""",1,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Feature Film - Television,Roy Kellino,"Four Star Playhouse for ""The Collar""",0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Feature Film - Television,James Nielsen,"General Electric Theater for ""The Windmill""",0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Feature Film - Television,Ted Post,"Medic for ""Mercy Wears an Apron""",0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
1955,1955,Feature Film - Television,William A. Seiter,"Schlitz Playhouse of Stars for ""Night of the Big Swamp""",0,https://en.wikipedia.org/wiki/8th_Directors_Guild_of_America_Awards
