year,film,person,is_winner,raw_text,source_url
,1998,N/a,False,18 | 1998 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1999,Kang Je-gyu,False,19 | 1999 | Kang Je-gyu | Shiri | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2000,Lee Chang-dong,False,20 | 2000 | Lee Chang-dong | Peppermint Candy | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2001,Kim Ki-duk,False,21 | 2001 | Kim Ki-duk | Address Unknown | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2002,Park Chan-wook,False,22 | 2002 | Park Chan-wook | Sympathy for Mr. Vengeance | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2003,Im Sang-soo,False,23 | 2003 | Im Sang-soo | A Good Lawyer's Wife | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2004,Kim Ki-duk,False,24 | 2004 | Kim Ki-duk | 3-Iron | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2005,"Lee Won-jae, Kim Seong-je",False,"25 | 2005 | Lee Won-jae, Kim Seong-je | Blood Rain | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2006,Kim Dae-woo,False,26 | 2006 | Kim Dae-woo | Forbidden Quest | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2007,Hur Jin-ho,False,27 | 2007 | Hur Jin-ho | Happiness | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2008,Hong Sang-soo,False,28 | 2008 | Hong Sang-soo | Night and Day | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,"Park Eun-kyo, Bong Joon-ho",False,"29 | 2009 | Park Eun-kyo, Bong Joon-ho | Mother | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,Lee Chang-dong,False,30 | 2010 | Lee Chang-dong | Poetry | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,Park Sang-yeon,False,31 | 2011 | Park Sang-yeon | The Front Line | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Yoon Jong-bin,False,32 | 2012 | Yoon Jong-bin | Nameless Gangster: Rules of the Time | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Shin Yeon-shick,False,33 | 2013 | Shin Yeon-shick | The Russian Novel | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Lee Su-jin,False,34 | 2014 | Lee Su-jin | Han Gong-ju | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,"Cho Chul-hyun, Oh Seung-hyeon, Lee Song-won",False,"35 | 2015 | Cho Chul-hyun, Oh Seung-hyeon, Lee Song-won | The Throne | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2016,Shin Yeon-shick,False,36 | 2016 | Shin Yeon-shick | Dongju: The Portrait of a Poet | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Hwang Seong-gu,False,37 | 2017 | Hwang Seong-gu | Anarchist from Colony | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,"Kwak Kyung-taek , Kim Tae-gyun",False,"38 | 2018 | Kwak Kyung-taek , Kim Tae-gyun | Dark Figure of Crime | [ 4 ]",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Yook Sang-hyo,False,39 | 2019 | Yook Sang-hyo | Inseparable Bros | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Lim Dae-hyung,False,40 | 2020 | Lim Dae-hyung | Moonlit Winter | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Kim Se-gyeom,False,41 | 2021 | Kim Se-gyeom | The Book of Fish | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,"Park Chan-wook , Jeong Seo-kyeong",False,"42 | 2022 | Park Chan-wook , Jeong Seo-kyeong | Decision to Leave | [ 7 ]",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Kim Hyun-jung,False,43 | 2023 | Kim Hyun-jung | Flow | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Kim Da-min,False,44 | 2024 | Kim Da-min | FAQ | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2025,The Final Semester,False,45 | 2025 | The Final Semester | Lee Ran-hee | [ 10 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1980,Jung Il-sung,False,1 | 1980 | Jung Il-sung |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1981,Jung Il-sung,False,2 | 1981 | Jung Il-sung | Mandala | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1983,Jeong Kwang-seok,False,3 | 1983 | Jeong Kwang-seok | People of Kkobang Neighborhood | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1984,Lee Seong-chun,False,4 | 1984 | Lee Seong-chun | Mulleya Mulleya | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1985,N/a,False,5 | 1985 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1986,N/a,False,6 | 1986 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1987,Koo Joong-mo,False,7 | 1987 | Koo Joong-mo | The Surrogate Woman | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1988,Park Seung-bae,False,8 | 1988 | Park Seung-bae | The Man with Three Coffins | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1989,Seo Jeong-min,False,9 | 1989 | Seo Jeong-min | Rainbow Over Seoul | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1990,Yoo Young-gil,False,10 | 1990 | Yoo Young-gil | The Lovers of Woomook-baemi | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1991,Yoo Young-gil,False,11 | 1991 | Yoo Young-gil | Black Republic | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1992,Jung Il-sung,False,12 | 1992 | Jung Il-sung | Road to the Racetrack | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1993,Jung Il-sung,False,13 | 1993 | Jung Il-sung | Sopyonje | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1994,Yoo Young-gil,False,14 | 1994 | Yoo Young-gil | Hwa-Om-Kyung | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1995,Chun Jo-myoung,False,15 | 1995 | Chun Jo-myoung | The Eternal Empire | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1996,Yoo Young-gil,False,16 | 1996 | Yoo Young-gil | A Petal | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,The Gingko Bed,,False,Park Hee-ju | The Gingko Bed | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1997,Kim Hyung-koo,False,17 | 1997 | Kim Hyung-koo | Beat | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1998,Yoo Young-gil,False,18 | 1998 | Yoo Young-gil | Christmas in August | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1999,Kim Hyung-koo,False,19 | 1999 | Kim Hyung-koo | Spring in My Hometown | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2000,Jung Il-sung,False,20 | 2000 | Jung Il-sung | Chunhyang | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2001,Kim Hyung-koo,False,21 | 2001 | Kim Hyung-koo | One Fine Spring Day | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2002,Jung Il-sung,False,22 | 2002 | Jung Il-sung | Chi-hwa-seon | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2003,Lee Mo-gae,False,23 | 2003 | Lee Mo-gae | A Tale of Two Sisters | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2004,Hong Kyung-pyo,False,24 | 2004 | Hong Kyung-pyo | Taegukgi | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2005,Choi Young-hwan,False,25 | 2005 | Choi Young-hwan | Blood Rain | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2006,Yoon Hong-sik,False,26 | 2006 | Yoon Hong-sik | Blue Swallow | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2007,Lee Du-nam,False,27 | 2007 | Lee Du-nam | May 18 | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2008,Byun Hee-sung,False,28 | 2008 | Byun Hee-sung | The Divine Weapon | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,Kim Young-ho,False,29 | 2009 | Kim Young-ho | Haeundae | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,Choi Young-hwan,False,30 | 2010 | Choi Young-hwan | Jeon Woo-chi: The Taoist Wizard | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,"Kim Tae-seong, Park Jong-chul",False,"31 | 2011 | Kim Tae-seong, Park Jong-chul | War of the Arrows | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Choi Young-hwan,False,32 | 2012 | Choi Young-hwan | The Thieves | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Hong Kyung-pyo,False,33 | 2013 | Hong Kyung-pyo | Snowpiercer | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Choi Chan-min,False,34 | 2014 | Choi Chan-min | Kundo: Age of the Rampant | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,Kim Woo-hyung,False,35 | 2015 | Kim Woo-hyung | Assassination | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2016,Chung Chung-hoon,False,36 | 2016 | Chung Chung-hoon | The Handmaiden | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Kim Jee-yong,False,37 | 2017 | Kim Jee-yong | The Fortress | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Hong Kyung-pyo,False,38 | 2018 | Hong Kyung-pyo | Burning | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Hong Kyung-pyo,False,39 | 2019 | Hong Kyung-pyo | Parasite | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Lee Hyung-deok,False,40 | 2020 | Lee Hyung-deok | Peninsula | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Choi Young-hwan,False,41 | 2021 | Choi Young-hwan | Escape from Mogadishu | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Kim Ji-yong,False,42 | 2022 | Kim Ji-yong | Decision to Leave | [ 7 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Kim Tae-kyung,False,43 | 2023 | Kim Tae-kyung | The Night Owl | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Rodrigo Seh Park,False,44 | 2024 | Rodrigo Seh Park | Ms. Apocalypse | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1980,Han Seong-ki,False,1 | 1980 | Han Seong-ki |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1981,N/a,False,2 | 1981 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1983,Kim Young-dong,False,3 | 1983 | Kim Young-dong | Polluted Ones | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1984,N/a,False,4 | 1984 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1985,N/a,False,5 | 1985 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1986,N/a,False,6 | 1986 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1987,Jung Sung-jo,False,7 | 1987 | Jung Sung-jo | Lethe's Love Story | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1988,Shin Byung-ha,False,8 | 1988 | Shin Byung-ha | You My Rose Mellow | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1989,Kim Jeong-ki,False,9 | 1989 | Kim Jeong-ki | Come Come Come Upward | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1990,Kang In-won,False,10 | 1990 | Kang In-won | Watercolor Painting in a Rainy Day | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1991,Kim Soo-chul,False,11 | 1991 | Kim Soo-chul | Black Republic | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1992,Jang Il-nam,False,12 | 1992 | Jang Il-nam | Blood and Fire | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1993,Kim Soo-chul,False,13 | 1993 | Kim Soo-chul | Sopyonje | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1994,Lee Jong-gu,False,14 | 1994 | Lee Jong-gu | Hwa-Om-Kyung | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1995,Hwang Byungki,False,15 | 1995 | Hwang Byungki | The Eternal Empire | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1996,Ok Kil-sung,False,16 | 1996 | Ok Kil-sung | The Day a Pig Fell into the Well | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1997,N/a,False,17 | 1997 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1998,"Choi Man-sik, Jo Yeong-wook",False,"18 | 1998 | Choi Man-sik, Jo Yeong-wook | The Contact | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1999,Won Il,False,19 | 1999 | Won Il | Spring in My Hometown | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2000,Jo Seong-woo,False,20 | 2000 | Jo Seong-woo | Nowhere to Hide | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2001,Choi Kyung-shik,False,21 | 2001 | Choi Kyung-shik | The Last Witness | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2002,"Kim Dae-hong, Kim Yang-hee",False,"22 | 2002 | Kim Dae-hong, Kim Yang-hee | The Way Home | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2003,Lee Byung-woo,False,23 | 2003 | Lee Byung-woo | Untold Scandal | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2004,Jo Yeong-wook,False,24 | 2004 | Jo Yeong-wook | Oldboy | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2005,"Jang Young-gyu, Dalpalan",False,"25 | 2005 | Jang Young-gyu, Dalpalan | A Bittersweet Life | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2006,Bang Jun-seok,False,26 | 2006 | Bang Jun-seok | Radio Star | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2007,Kunihiko Ryo,False,27 | 2007 | Kunihiko Ryo | Beyond the Years | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2008,Kim Tae-seong,False,28 | 2008 | Kim Tae-seong | Crossing | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,Lee Jae-hak,False,29 | 2009 | Lee Jae-hak | Take Off | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,Kim Hong-jib,False,30 | 2010 | Kim Hong-jib | The Housemaid | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,"Jo Seong-woo, Choi Yeong-rok",False,"31 | 2011 | Jo Seong-woo, Choi Yeong-rok | Late Autumn | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Lee Ji-soo,False,32 | 2012 | Lee Ji-soo | Architecture 101 | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Lee Byung-woo,False,33 | 2013 | Lee Byung-woo | The Face Reader | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Jo Yeong-wook,False,34 | 2014 | Jo Yeong-wook | Kundo: Age of the Rampant | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,Bang Jun-seok,False,35 | 2015 | Bang Jun-seok | The Throne | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2016,Mowg,False,36 | 2016 | Mowg | The Age of Shadows | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Ryuichi Sakamoto,False,37 | 2017 | Ryuichi Sakamoto | The Fortress | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Kim Tae-sung,False,38 | 2018 | Kim Tae-sung | 1987: When the Day Comes | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Kim Jun-suk,False,39 | 2019 | Kim Jun-suk | Swing Kids | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Kim Hae-won,False,40 | 2020 | Kim Hae-won | Moonlit Winter | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,Bang Jun-seok,False,41 | 2021 | Bang Jun-seok | Escape from Mogadishu | [ 6 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,Jo Yeong-wook,False,42 | 2022 | Jo Yeong-wook | Decision to Leave | [ 7 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Chang Kiha,False,43 | 2023 | Chang Kiha | Smugglers | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Dalpalan,False,44 | 2024 | Dalpalan | Escape | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1980,Go Hye-jin,False,1 | 1980 | Go Hye-jin |  | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1981,Lee Kyung-ja,False,2 | 1981 | Lee Kyung-ja (editing) | The Hut | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1983,N/a,False,3 | 1983 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1984,N/a,False,4 | 1984 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1985,N/a,False,5 | 1985 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1986,Kang Kwang-hee,False,6 | 1986 | Kang Kwang-hee (lighting) | Into the Heat of the Night | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1987,N/a,False,7 | 1987 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1988,N/a,False,8 | 1988 | — N/a,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1989,Kim Byeong-su,False,9 | 1989 | Kim Byeong-su (sound) | Come Come Come Upward | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1990,Yang Dae-ho,False,10 | 1990 | Yang Dae-ho (sound effects) | Korean Connection | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1991,Do Yong-woo,False,11 | 1991 | Do Yong-woo (art direction) | The General's Son | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1992,Hyeon Dong-chun,False,12 | 1992 | Hyeon Dong-chun (editing) | Death Song | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1993,Cho Young-sam,False,13 | 1993 | Cho Young-sam (art direction) | First Love | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1994,Cha Jung-nam,False,14 | 1994 | Cha Jung-nam (lighting) | Rosy Days | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1995,Kim Hyeon,False,15 | 1995 | Kim Hyeon (editing) | The Rules of the Game | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1996,Shin Cine Graphics,False,16 | 1996 | Shin Cine Graphics (visual effects) | The Gingko Bed | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1997,Lee Kang-san,False,17 | 1997 | Lee Kang-san | Beat | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1998,Yoon Woong-won,False,18 | 1998 | Yoon Woong-won (art direction) | The Quiet Family | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,The Contact,,False,Im Jae-young (lighting) | The Contact | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,1999,Park Gok-ji,False,19 | 1999 | Park Gok-ji (editing) | Shiri | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2000,Yoo Dong-ryeol,False,20 | 2000 | Yoo Dong-ryeol (visual effects) | Phantom: The Submarine | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2001,Ahn Byeong-geun,False,21 | 2001 | Ahn Byeong-geun (editing) | Die Bad | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2002,"Kang Seung-yong, Oh Sang-man",False,"22 | 2002 | Kang Seung-yong, Oh Sang-man (art direction) | YMCA Baseball Team | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2003,"Jang Geun-young , Kim Kyung-hee",False,"23 | 2003 | Jang Geun-young (art direction), Kim Kyung-hee (costume design) | Save the Green Planet! | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2004,Jeong Do-an,False,24 | 2004 | Jeong Do-an (special effects) | Taegukgi | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2005,N/a,False,25 | 2005 | — N/a | Blood Rain | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2006,Cho Geun-hyun,False,26 | 2006 | Cho Geun-hyun (art direction) | Forbidden Quest | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2007,"Yoon Sang-yoon, Yoo Joo-ho",False,"27 | 2007 | Yoon Sang-yoon, Yoo Joo-ho (art direction) | M | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2008,Jo Sang-gyeong,False,28 | 2008 | Jo Sang-gyeong (art direction) | Modern Boy | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2009,Jeong Seong-jin,False,29 | 2009 | Jeong Seong-jin (visual effects) | Take Off | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2010,Park Il-hyun,False,30 | 2010 | Park Il-hyun (art direction) | The Servant | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2011,Han Young-woo,False,31 | 2011 | Han Young-woo (visual effects) | War of the Arrows | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2012,Oh Heung-seok,False,32 | 2012 | Oh Heung-seok (art direction) | Masquerade | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2013,Jeong Seong-jin,False,33 | 2013 | Jeong Seong-jin (visual effects) | Mr. Go | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Jang Choon-seob,False,34 | 2014 | Jang Choon-seob (art direction) | The Admiral: Roaring Currents | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2015,Ryu Seong-hee,False,35 | 2015 | Ryu Seong-hee (art direction) | Assassination | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2016,N/a,False,36 | 2016 | — N/a | Train to Busan | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Lee Hwo-kyoung,False,37 | 2017 | Lee Hwo-kyoung (art direction) | The Battleship Island | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Jin Jong-hyun,False,38 | 2018 | Jin Jong-hyun (visual effects) | Along with the Gods: The Two Worlds | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,Park Il-hyun,False,39 | 2019 | Park Il-hyun (art direction) | Swing Kids | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2020,Jeong Do-an,False,40 | 2020 | Jeong Do-an (special effects) | Peninsula | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2021,"Jeong Seong-jin, Jeong Chol-min",False,"41 | 2021 | Jeong Seong-jin, Jeong Chol-min (VFX) | Space Sweepers | [ 6 ]",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2022,"Jeong Seong-jin, Jeong Chol-min",False,"42 | 2022 | Jeong Seong-jin, Jeong Chol-min (VFX) | Hansan: Rising Dragon | [ 7 ]",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2023,Lee Hoo-kyung,False,43 | 2023 | Lee Hoo-kyung | Smugglers | [ 8 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2024,Jeong I-jin,False,44 | 2024 | Jeong I-jin (art direction) | Cobweb | [ 9 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2014,Futureless Things,False,34 | 2014 | Futureless Things | Kim Kyung-mook | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2016,Tour of Duty,False,"36 | 2016 | Tour of Duty | Kim Dong-ryung, Park Kyoung-tae | ",https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2017,Troublers,False,37 | 2017 | Troublers | Lee Young | [ 3 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Cho Hyun-hoon,,False,Jane | Cho Hyun-hoon | ,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2018,Kim Il-ran,False,38 | 2018 | Kim Il-ran | Lee Hyuk-sang | [ 4 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,2019,House of Hummingbird,False,39 | 2019 | House of Hummingbird | Kim Bora | [ 5 ],https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
,Kang Sang-woo,,False,Kim-Gun | Kang Sang-woo,https://en.wikipedia.org/wiki/Korean_Association_of_Film_Critics_Awards
