year,ceremony,category,nominee,film,won
2013,Crystal Simorgh Awards,Best Screenplay,Behnam Behzadi,Bending the Rules,1
2013,Crystal Simorgh Awards,Best Screenplay,Parviz Shahbazi,Trapped,0
2013,Crystal Simorgh Awards,Best Screenplay,Ali Asghari,The Corridor,0
2013,Crystal Simorgh Awards,Best Screenplay,Sam Gharibian,Sinners,0
2013,Crystal Simorgh Awards,Best Screenplay,Alireza Talebzadeh,Give Back,0
2014,Crystal Simorgh Awards,Best Screenplay,Behrouz Afkhami,"Azar, Shahdokht, Parviz and Others",1
2014,Crystal Simorgh Awards,Best Screenplay,Saman Salur,Raspberry,0
2014,Crystal Simorgh Awards,Best Screenplay,Peyman GhasemKhani,Sensitive Floor,0
2014,Crystal Simorgh Awards,Best Screenplay,Mostafa Kiayee,Special Line,0
2014,Crystal Simorgh Awards,Best Screenplay,Hossein Mahkam,Snow,0
2015,Crystal Simorgh Awards,Best Screenplay,Roya Mohaghegh,Time to Love,1
2015,Crystal Simorgh Awards,Best Screenplay,Asghar Abdollahi,The Long Farewell,0
2015,Crystal Simorgh Awards,Best Screenplay,Mohammad-Reza Gohari,Crazy Rook,0
2015,Crystal Simorgh Awards,Best Screenplay,Bahram Tavakoli,I Am Diego Maradona,0
2016,Crystal Simorgh Awards,Best Screenplay,Saeed Roustayi,Life and A Day,1
2016,Crystal Simorgh Awards,Best Screenplay,Farhad Tohidi  and Morteza Esfahani,Mina's Choice,0
2016,Crystal Simorgh Awards,Best Screenplay,Amir Arabi,When Did You See Sahar Last Time?,0
2016,Crystal Simorgh Awards,Best Screenplay,Mehran Kashani,Daughter,0
2016,Crystal Simorgh Awards,Best Screenplay,Mohammad-Hossein Mahdavian,Standing in the Dust,0
2017,Crystal Simorgh Awards,Best Screenplay,Kambuzia Partovi,Ferrari,1
2017,Crystal Simorgh Awards,Best Screenplay,Arsalan Amiri  and Monir Gheydi,Villa Dwellers,0
2017,Crystal Simorgh Awards,Best Screenplay,Saeed Roustayi,Blockage,0
2017,Crystal Simorgh Awards,Best Screenplay,Vahid Jalilvand and Ali Zarnegar,"No Date, No Signature",0
2017,Crystal Simorgh Awards,Best Screenplay,Payam Karami,Searing Summer,0
2018,Crystal Simorgh Awards,Best Screenplay,Kambuzia Partovi,Truck,1
2018,Crystal Simorgh Awards,Best Screenplay,Houman Seyyedi,Sheeple,1
2018,Crystal Simorgh Awards,Best Screenplay,Payman Maadi,Bomb: A Love Story,0
2018,Crystal Simorgh Awards,Best Screenplay,Mohammad-Ali Bashe-Ahangar and Hamed Bashe-Ahangar,Under Water Cypress,0
2018,Crystal Simorgh Awards,Best Screenplay,Hadi Moghadamdoost and Hamid Nematollah,Flaming,0
2019,Crystal Simorgh Awards,Best Screenplay,Mohsen Gharaie  and Mohammad Davoudi,Castle of Dreams,1
2019,Crystal Simorgh Awards,Best Screenplay,Mohsen Tanabandeh,Swear,0
2019,Crystal Simorgh Awards,Best Screenplay,Nima Javidi,The Warden,0
2019,Crystal Simorgh Awards,Best Screenplay,Parviz Shahbazi,Talla,0
2019,Crystal Simorgh Awards,Best Screenplay,Narges Abyar and Morteza Esfahani,When the Moon Was Full,0
2020,Crystal Simorgh Awards,Best Screenplay,Majid Majidi and Nima Javidi,The Sun,1
2020,Crystal Simorgh Awards,Best Screenplay,Saeid Malekan and Bahram Tavakoli,Day Zero,0
2020,Crystal Simorgh Awards,Best Screenplay,"Mohammad Kart , Hossein Doumari and Pedram Pour-Amiri",Butterfly Stroke,0
2020,Crystal Simorgh Awards,Best Screenplay,"Behtash Sanaeeha , Maryam Moqadam and Mehrdad Kouroshnia",The Ballad of A White Cow,0
2020,Crystal Simorgh Awards,Best Screenplay,Ali Zarnegar,Bone Marrow,0
2020,Crystal Simorgh Awards,Best Screenplay,Behnam Behzadi and Sahar Sakhaei,I'm Scared,0
2021,Crystal Simorgh Awards,Best Screenplay,"Arsalan Amiri, Ida Panahandeh, Tahmineh Bahram",Zalava,1
2021,Crystal Simorgh Awards,Best Screenplay,"Arsalan Amiri, Ida Panahandeh",TiTi,0
2021,Crystal Simorgh Awards,Best Screenplay,Arash Anisi,Mom,0
2022,Crystal Simorgh Awards,Best Screenplay,Kazem Daneshi,Grassland,1
2022,Crystal Simorgh Awards,Best Screenplay,"Ebrahim Amini, Hadi Hejazifar",The Situation of Mehdi,0
2022,Crystal Simorgh Awards,Best Screenplay,"Amir Hossein Asgari, Amir Mohammad Abdi, Seyyed Hassan Hosseini",The Last Snow,0
2022,Crystal Simorgh Awards,Best Screenplay,"Reza Mirkarimi , Mohammad Davoudi – The Night Guardian",The Night Guardian,0
2022,Crystal Simorgh Awards,Best Screenplay,"Farhad Tohidi, Mehdi Torab Beigi",No Prior Appointment,0
2023,Crystal Simorgh Awards,Best Screenplay,Babak Khajeh Pasha,In the Arms of the Tree,1
2023,Crystal Simorgh Awards,Best Screenplay,Ali Ramezan,Smart Kid,0
2023,Crystal Simorgh Awards,Best Screenplay,Hamid Zargarnejad,Number Ten,0
2023,Crystal Simorgh Awards,Best Screenplay,Masoud Hasheminejad,The Leather Jacket Man,0
2023,Crystal Simorgh Awards,Best Screenplay,"Mohammad Ali Bashe Ahangar , Hamed Bashe Ahangar",Metropol Cinema,0
2023,Crystal Simorgh Awards,Best Screenplay,"Pedram Pour-Amiri , Hossein Doumari",My Name is Love,0
2024,Crystal Simorgh Awards,Best Screenplay,Ali Saghafi,Parviz Khan,0
2024,Crystal Simorgh Awards,Best Screenplay,Behrouz Afkhami,The Morning of The Execution,0
2024,Crystal Simorgh Awards,Best Screenplay,Mahmoud Kalari,Summer Time,0
