year,ceremony,category,nominee,film,country,winner,source_url
2022,Berlin IFF 2022,Silver Bear Grand Jury Prize,Hong Sang-soo,The Novelist's Film,,1,https://en.wikipedia.org/wiki/Silver_Bear_Grand_Jury_Prize
2023,Berlin IFF 2023,Golden Bear,,On the Adamant,,1,https://en.wikipedia.org/wiki/Golden_Bear
2023,Berlin IFF 2023,Silver Bear Best Director,Philippe Garrel,The Plough,,1,https://en.wikipedia.org/wiki/Silver_Bear_for_Best_Director
2023,Berlin IFF 2023,Silver Bear Best Screenplay,,Music,,1,https://en.wikipedia.org/wiki/Silver_Bear_for_Best_Screenplay
2023,Berlin IFF 2023,Silver Bear Grand Jury Prize,Christian Petzold,Afire,,1,https://en.wikipedia.org/wiki/Silver_Bear_Grand_Jury_Prize
2024,Berlin IFF 2024,Golden Bear,,Dahomey,,1,https://en.wikipedia.org/wiki/Golden_Bear
2024,Berlin IFF 2024,Silver Bear Best Director,Nelson Carlo De Los Santos Arias,Pepe,,1,https://en.wikipedia.org/wiki/Silver_Bear_for_Best_Director
2024,Berlin IFF 2024,Silver Bear Best Screenplay,,Dying,,1,https://en.wikipedia.org/wiki/Silver_Bear_for_Best_Screenplay
2024,Berlin IFF 2024,Silver Bear Grand Jury Prize,Hong Sang-soo,A Traveler's Needs,,1,https://en.wikipedia.org/wiki/Silver_Bear_Grand_Jury_Prize
2025,Berlin IFF 2025,Golden Bear,,Dreams (Sex Love),,1,https://en.wikipedia.org/wiki/Golden_Bear
2025,Berlin IFF 2025,Silver Bear Best Director,Huo Meng,Living the Land,,1,https://en.wikipedia.org/wiki/Silver_Bear_for_Best_Director
2025,Berlin IFF 2025,Silver Bear Best Screenplay,,Kontinental '25,,1,https://en.wikipedia.org/wiki/Silver_Bear_for_Best_Screenplay
2025,Berlin IFF 2025,Silver Bear Grand Jury Prize,Gabriel Mascaro,The Blue Trail,,1,https://en.wikipedia.org/wiki/Silver_Bear_Grand_Jury_Prize
2026,Berlin IFF 2026,Golden Bear,,Yellow Letters,,1,https://en.wikipedia.org/wiki/Golden_Bear
2026,Berlin IFF 2026,Silver Bear Best Director,Grant Gee,Everybody Digs Bill Evans,,1,https://en.wikipedia.org/wiki/Silver_Bear_for_Best_Director
2026,Berlin IFF 2026,Silver Bear Best Screenplay,,Nina Roza,,1,https://en.wikipedia.org/wiki/Silver_Bear_for_Best_Screenplay
2026,Berlin IFF 2026,Silver Bear Grand Jury Prize,Emin Alper,Salvation,,1,https://en.wikipedia.org/wiki/Silver_Bear_Grand_Jury_Prize
