year_film,year_ceremony,ceremony,category,canon_category,name,film,winner
1968,1969,15,Best Director,DIRECTING,Manoj Kumar,Upkar,True
1968,1969,15,Best Director,DIRECTING,A. Bhimsingh,Mehrban,False
1968,1969,15,Best Director,DIRECTING,A. Subba Rao,Milan,False
1969,1970,16,Best Director,DIRECTING,Ramanand Sagar,Ankhen,True
1969,1970,16,Best Director,DIRECTING,Bhappi Sonie,Brahmachari,False
1969,1970,16,Best Director,DIRECTING,Ram Maheshwari,Neel Kamal,False
1970,1971,17,Best Director,DIRECTING,Yash Chopra,Ittefaq,True
1970,1971,17,Best Director,DIRECTING,L. V. Prasad,Jeene Ki Raah,False
1970,1971,17,Best Director,DIRECTING,Shakti Samanta,Aradhana,False
1971,1972,18,Best Director,DIRECTING,Asit Sen,Safar,True
1971,1972,18,Best Director,DIRECTING,Raj Khosla,Do Raaste,False
1971,1972,18,Best Director,DIRECTING,Sohanlal Kanwar,Pehchan,False
1972,1973,19,Best Director,DIRECTING,Raj Kapoor,Mera Naam Joker,True
1972,1973,19,Best Director,DIRECTING,Hrishikesh Mukherjee,Anand,False
1972,1973,19,Best Director,DIRECTING,Shakti Samanta,Kati Patang,False
1973,1974,20,Best Director,DIRECTING,Sohanlal Kanwar,Be-Imaan,True
1973,1974,20,Best Director,DIRECTING,Kamal Amrohi,Pakeezah,False
1973,1974,20,Best Director,DIRECTING,Manoj Kumar,Shor,False
1974,1975,21,Best Director,DIRECTING,Yash Chopra,Daag,True
1974,1975,21,Best Director,DIRECTING,Gulzar,Achanak,False
1974,1975,21,Best Director,DIRECTING,Gulzar,Koshish,False
1974,1975,21,Best Director,DIRECTING,Raj Kapoor,Bobby,False
1974,1975,21,Best Director,DIRECTING,Rajendra Bhatia,Aaj Ki Taaza Khabar,False
1975,1976,22,Best Director,DIRECTING,Manoj Kumar,Roti Kapda Aur Makaan,True
1975,1976,22,Best Director,DIRECTING,Anil Ganguly,Kora Kagaz,False
1975,1976,22,Best Director,DIRECTING,Basu Bhattacharya,Avishkaar,False
1975,1976,22,Best Director,DIRECTING,M. S. Sathyu,Garm Hava,False
1975,1976,22,Best Director,DIRECTING,Shyam Benegal,Ankur,False
1976,1977,23,Best Director,DIRECTING,Yash Chopra,Deewaar,True
1976,1977,23,Best Director,DIRECTING,Gulzar,Aandhi,False
1976,1977,23,Best Director,DIRECTING,Ramesh Sippy,Sholay,False
1976,1977,23,Best Director,DIRECTING,Shakti Samanta,Amanush,False
1976,1977,23,Best Director,DIRECTING,Sohanlal Kanwar,Sanyasi,False
1977,1978,24,Best Director,DIRECTING,Gulzar,Mausam,True
1977,1978,24,Best Director,DIRECTING,Basu Chatterjee,Chhoti Si Baat,False
1977,1978,24,Best Director,DIRECTING,Basu Chatterjee,Chitchor,False
1977,1978,24,Best Director,DIRECTING,Rajkumar Kohli,Nagin,False
1977,1978,24,Best Director,DIRECTING,Yash Chopra,Kabhi Kabhie,False
1978,1979,25,Best Director,DIRECTING,Basu Chatterjee,Swami,True
1978,1979,25,Best Director,DIRECTING,Asrani,Chala Murari Hero Banne,False
1978,1979,25,Best Director,DIRECTING,Bhimsain,Gharaonda,False
1978,1979,25,Best Director,DIRECTING,Gulzar,Kinara,False
1978,1979,25,Best Director,DIRECTING,Manmohan Desai,Amar Akbar Anthony,False
1979,1980,26,Best Director,DIRECTING,Satyajit Ray,Shatranj Ke Khilari,True
1979,1980,26,Best Director,DIRECTING,Prakash Mehra,Muqaddar Ka Sikandar,False
1979,1980,26,Best Director,DIRECTING,Raj Kapoor,Satyam Shivam Sundaram,False
1979,1980,26,Best Director,DIRECTING,Raj Khosla,Main Tulsi Tere Aangan Ki,False
1979,1980,26,Best Director,DIRECTING,Yash Chopra,Trishul,False
1980,1981,27,Best Director,DIRECTING,Shyam Benegal,Junoon,True
1980,1981,27,Best Director,DIRECTING,Hrishikesh Mukherjee,Gol Maal,False
1980,1981,27,Best Director,DIRECTING,Hrishikesh Mukherjee,Jurmana,False
1980,1981,27,Best Director,DIRECTING,Manmohan Krishna,Noorie,False
1980,1981,27,Best Director,DIRECTING,Yash Chopra,Kaala Patthar,False
1981,1982,28,Best Director,DIRECTING,Govind Nihalani,Aakrosh,True
1981,1982,28,Best Director,DIRECTING,B. R. Chopra,Insaaf Ka Tarazu,False
1981,1982,28,Best Director,DIRECTING,Esmayeel Shroff,Thodisi Bewafaii,False
1981,1982,28,Best Director,DIRECTING,Hrishikesh Mukherjee,Khubsoorat,False
1981,1982,28,Best Director,DIRECTING,J. Om Prakash,Aasha,False
1982,1983,29,Best Director,DIRECTING,Muzaffar Ali,Umrao Jaan,True
1982,1983,29,Best Director,DIRECTING,K. Balachander,Ek Duuje Ke Liye,False
1982,1983,29,Best Director,DIRECTING,Rabindra Dharamraj,Chakra,False
1982,1983,29,Best Director,DIRECTING,Ramesh Talwar,Baseraa,False
1982,1983,29,Best Director,DIRECTING,Sai Paranjpye,Chashme Buddoor,False
1982,1983,29,Best Director,DIRECTING,Shyam Benegal,Kalyug,False
1983,1984,30,Best Director,DIRECTING,Raj Kapoor,Prem Rog,True
1983,1984,30,Best Director,DIRECTING,B. R. Chopra,Nikaah,False
1983,1984,30,Best Director,DIRECTING,Ramesh Sippy,Shakti,False
1983,1984,30,Best Director,DIRECTING,Sagar Sarhadi,Bazaar,False
1983,1984,30,Best Director,DIRECTING,Subhash Ghai,Vidhaata,False
1984,1985,31,Best Director,DIRECTING,Govind Nihalani,Ardh Satya,True
1984,1985,31,Best Director,DIRECTING,Mahesh Bhatt,Arth,False
1984,1985,31,Best Director,DIRECTING,Mohan Kumar,Avtaar,False
1984,1985,31,Best Director,DIRECTING,Rahul Rawail,Betaab,False
1984,1985,31,Best Director,DIRECTING,Shekhar Kapur,Masoom,False
1985,1986,32,Best Director,DIRECTING,Sai Paranjpye,Sparsh,True
1985,1986,32,Best Director,DIRECTING,Kundan Shah,Jaane Bhi Do Yaaro,False
1985,1986,32,Best Director,DIRECTING,Mahesh Bhatt,Saaransh,False
1985,1986,32,Best Director,DIRECTING,Prakash Mehra,Sharaabi,False
1985,1986,32,Best Director,DIRECTING,Ravi Chopra,Aaj Ki Awaaz,False
1986,1987,33,Best Director,DIRECTING,Raj Kapoor,Ram Teri Ganga Maili,True
1986,1987,33,Best Director,DIRECTING,Mahesh Bhatt,Janam,False
1986,1987,33,Best Director,DIRECTING,Rahul Rawail,Arjun,False
1986,1987,33,Best Director,DIRECTING,Ramesh Sippy,Saagar,False
1987,1988,34,Best Director,DIRECTING,No Award,,False
1988,1989,35,Best Director,DIRECTING,No Award,,False
1989,1990,36,Best Director,DIRECTING,Mansoor Khan,Qayamat Se Qayamat Tak,True
1989,1990,36,Best Director,DIRECTING,N. Chandra,Tezaab,False
1989,1990,36,Best Director,DIRECTING,Rakesh Roshan,Khoon Bhari Maang,False
1990,1991,37,Best Director,DIRECTING,Vidhu Vinod Chopra,Parinda,True
1990,1991,37,Best Director,DIRECTING,Mira Nair,Salaam Bombay!,False
1990,1991,37,Best Director,DIRECTING,Sooraj Barjatya,Maine Pyar Kiya,False
1990,1991,37,Best Director,DIRECTING,Subhash Ghai,Ram Lakhan,False
1990,1991,37,Best Director,DIRECTING,Yash Chopra,Chandni,False
1991,1992,38,Best Director,DIRECTING,Rajkumar Santoshi,Ghayal,True
1991,1992,38,Best Director,DIRECTING,Mahesh Bhatt,Aashiqui,False
1991,1992,38,Best Director,DIRECTING,Mukul Anand,Agneepath,False
1991,1992,38,Best Director,DIRECTING,Ravi Raja Pinisetty,Pratibandh,False
1992,1993,39,Best Director,DIRECTING,Subhash Ghai,Saudagar,True
1992,1993,39,Best Director,DIRECTING,Lawrence D'Souza,Saajan,False
1992,1993,39,Best Director,DIRECTING,Mahesh Bhatt,Dil Hai Ke Manta Nahin,False
1992,1993,39,Best Director,DIRECTING,Randhir Kapoor,Henna,False
1992,1993,39,Best Director,DIRECTING,Yash Chopra,Lamhe,False
1993,1994,40,Best Director,DIRECTING,Mukul S. Anand,Khuda Gawah,True
1993,1994,40,Best Director,DIRECTING,Indra Kumar,Beta,False
1993,1994,40,Best Director,DIRECTING,Mansoor Khan,Jo Jeeta Wohi Sikandar,False
1994,1995,41,Best Director,DIRECTING,Rajkumar Santoshi,Damini,True
1994,1995,41,Best Director,DIRECTING,David Dhawan,Aankhen,False
1994,1995,41,Best Director,DIRECTING,Mahesh Bhatt,Hum Hain Rahi Pyar Ke,False
1994,1995,41,Best Director,DIRECTING,Subhash Ghai,Khalnayak,False
1994,1995,41,Best Director,DIRECTING,Yash Chopra,Darr,False
1995,1996,42,Best Director,DIRECTING,Sooraj Barjatya,Hum Aapke Hain Koun..!,True
1995,1996,42,Best Director,DIRECTING,Mehul Kumar,Krantiveer,False
1995,1996,42,Best Director,DIRECTING,Rajiv Rai,Mohra,False
1995,1996,42,Best Director,DIRECTING,Rajkumar Santoshi,Andaz Apna Apna,False
1995,1996,42,Best Director,DIRECTING,Vidhu Vinod Chopra,1942: A Love Story,False
1996,1997,43,Best Director,DIRECTING,Aditya Chopra,Dilwale Dulhania Le Jayenge,True
1996,1997,43,Best Director,DIRECTING,Indra Kumar,Raja,False
1996,1997,43,Best Director,DIRECTING,Mansoor Khan,Akele Hum Akele Tum,False
1996,1997,43,Best Director,DIRECTING,Rakesh Roshan,Karan Arjun,False
1996,1997,43,Best Director,DIRECTING,Ram Gopal Varma,Rangeela,False
1997,1998,44,Best Director,DIRECTING,Shekhar Kapur,Bandit Queen,True
1997,1998,44,Best Director,DIRECTING,Dharmesh Darshan,Raja Hindustani,False
1997,1998,44,Best Director,DIRECTING,Gulzar,Maachis,False
1997,1998,44,Best Director,DIRECTING,Partho Ghosh,Agni Sakshi,False
1997,1998,44,Best Director,DIRECTING,Rajkumar Santoshi,Ghatak,False
1998,1999,45,Best Director,DIRECTING,J. P. Dutta,Border,True
1998,1999,45,Best Director,DIRECTING,Priyadarshan,Virasat,False
1998,1999,45,Best Director,DIRECTING,Rajiv Rai,Gupt,False
1998,1999,45,Best Director,DIRECTING,Subhash Ghai,Pardes,False
1998,1999,45,Best Director,DIRECTING,Yash Chopra,Dil To Pagal Hai,False
1999,2000,46,Best Director,DIRECTING,Karan Johar,Kuch Kuch Hota Hai,True
1999,2000,46,Best Director,DIRECTING,Abbas–Mustan,Soldier,False
1999,2000,46,Best Director,DIRECTING,Ram Gopal Varma,Satya,False
1999,2000,46,Best Director,DIRECTING,Sohail Khan,Pyaar Kiya To Darna Kya,False
1999,2000,46,Best Director,DIRECTING,Vikram Bhatt,Ghulam,False
2000,2001,47,Best Director,DIRECTING,Sanjay Leela Bhansali,Hum Dil De Chuke Sanam,True
2000,2001,47,Best Director,DIRECTING,David Dhawan,Biwi No.1,False
2000,2001,47,Best Director,DIRECTING,John Matthew Matthan,Sarfarosh,False
2000,2001,47,Best Director,DIRECTING,Mahesh Manjrekar,Vaastav,False
2000,2001,47,Best Director,DIRECTING,Subhash Ghai,Taal,False
2001,2002,48,Best Director,DIRECTING,Rakesh Roshan,Kaho Naa... Pyaar Hai,True
2001,2002,48,Best Director,DIRECTING,Aditya Chopra,Mohabbatein,False
2001,2002,48,Best Director,DIRECTING,Dharmesh Darshan,Dhadkan,False
2001,2002,48,Best Director,DIRECTING,Mansoor Khan,Josh,False
2001,2002,48,Best Director,DIRECTING,Vidhu Vinod Chopra,Mission Kashmir,False
2002,2003,49,Best Director,DIRECTING,Ashutosh Gowariker,Lagaan,True
2002,2003,49,Best Director,DIRECTING,Anil Sharma,Gadar: Ek Prem Katha,False
2002,2003,49,Best Director,DIRECTING,Farhan Akhtar,Dil Chahta Hai,False
2002,2003,49,Best Director,DIRECTING,Karan Johar,Kabhi Khushi Kabhie Gham,False
2002,2003,49,Best Director,DIRECTING,Santosh Sivan,Asoka,False
2003,2004,50,Best Director,DIRECTING,Sanjay Leela Bhansali,Devdas,True
2003,2004,50,Best Director,DIRECTING,Abbas–Mustan,Humraaz,False
2003,2004,50,Best Director,DIRECTING,Ram Gopal Varma,Company,False
2003,2004,50,Best Director,DIRECTING,Sanjay Gupta,Kaante,False
2003,2004,50,Best Director,DIRECTING,Vikram Bhatt,Raaz,False
2004,2005,51,Best Director,DIRECTING,Rakesh Roshan,Koi... Mil Gaya,True
2004,2005,51,Best Director,DIRECTING,J. P. Dutta,LOC: Kargil,False
2004,2005,51,Best Director,DIRECTING,Nikhil Advani,Kal Ho Naa Ho,False
2004,2005,51,Best Director,DIRECTING,Rajkumar Hirani,Munna Bhai M.B.B.S.,False
2004,2005,51,Best Director,DIRECTING,Ram Gopal Varma,Bhoot,False
2004,2005,51,Best Director,DIRECTING,Satish Kaushik,Tere Naam,False
2005,2006,52,Best Director,DIRECTING,Kunal Kohli,Hum Tum,True
2005,2006,52,Best Director,DIRECTING,Ashutosh Gowariker,Swades,False
2005,2006,52,Best Director,DIRECTING,Farah Khan,Main Hoon Na,False
2005,2006,52,Best Director,DIRECTING,Farhan Akhtar,Lakshya,False
2005,2006,52,Best Director,DIRECTING,Rajkumar Santoshi,Khakee,False
2005,2006,52,Best Director,DIRECTING,Yash Chopra,Veer-Zaara,False
2006,2007,53,Best Director,DIRECTING,Sanjay Leela Bhansali,Black,True
2006,2007,53,Best Director,DIRECTING,Madhur Bhandarkar,Page 3,False
2006,2007,53,Best Director,DIRECTING,Nagesh Kukunoor,Iqbal,False
2006,2007,53,Best Director,DIRECTING,Pradeep Sarkar,Parineeta,False
2006,2007,53,Best Director,DIRECTING,Ram Gopal Varma,Sarkar,False
2007,2008,54,Best Director,DIRECTING,Rakeysh Omprakash Mehra,Rang De Basanti,True
2007,2008,54,Best Director,DIRECTING,Karan Johar,Kabhi Alvida Naa Kehna,False
2007,2008,54,Best Director,DIRECTING,Rajkumar Hirani,Lage Raho Munna Bhai,False
2007,2008,54,Best Director,DIRECTING,Rakesh Roshan,Krrish,False
2007,2008,54,Best Director,DIRECTING,Sanjay Gadhvi,Dhoom 2,False
2007,2008,54,Best Director,DIRECTING,Vishal Bhardwaj,Omkara,False
2008,2009,55,Best Director,DIRECTING,Aamir Khan,Taare Zameen Par,True
2008,2009,55,Best Director,DIRECTING,Anurag Basu,Life in a... Metro,False
2008,2009,55,Best Director,DIRECTING,Farah Khan,Om Shanti Om,False
2008,2009,55,Best Director,DIRECTING,Imtiaz Ali,Jab We Met,False
2008,2009,55,Best Director,DIRECTING,Mani Ratnam,Guru,False
2008,2009,55,Best Director,DIRECTING,Shimit Amin,Chak De! India,False
2009,2010,56,Best Director,DIRECTING,Ashutosh Gowariker,Jodhaa Akbar,True
2009,2010,56,Best Director,DIRECTING,A. R. Murugadoss,Ghajini,False
2009,2010,56,Best Director,DIRECTING,Abhishek Kapoor,Rock On!!,False
2009,2010,56,Best Director,DIRECTING,Aditya Chopra,Rab Ne Bana Di Jodi,False
2009,2010,56,Best Director,DIRECTING,Madhur Bhandarkar,Fashion,False
2009,2010,56,Best Director,DIRECTING,Neeraj Pandey,A Wednesday!,False
2010,2011,57,Best Director,DIRECTING,Rajkumar Hirani,3 Idiots,True
2010,2011,57,Best Director,DIRECTING,Anurag Kashyap,Dev.D,False
2010,2011,57,Best Director,DIRECTING,Ayan Mukerji,Wake Up Sid,False
2010,2011,57,Best Director,DIRECTING,Imtiaz Ali,Love Aaj Kal,False
2010,2011,57,Best Director,DIRECTING,R. Balki,Paa,False
2010,2011,57,Best Director,DIRECTING,Vishal Bhardwaj,Kaminey,False
2011,2012,58,Best Director,DIRECTING,Karan Johar,My Name is Khan,True
2011,2012,58,Best Director,DIRECTING,Abhinav Kashyap,Dabangg,False
2011,2012,58,Best Director,DIRECTING,Manish Sharma,Band Baaja Baaraat,False
2011,2012,58,Best Director,DIRECTING,Sanjay Leela Bhansali,Guzaarish,False
2011,2012,58,Best Director,DIRECTING,Vikramaditya Motwane,Udaan,False
2012,2013,59,Best Director,DIRECTING,Zoya Akhtar,Zindagi Na Milegi Dobara,True
2012,2013,59,Best Director,DIRECTING,Abhinay Deo,Delhi Belly,False
2012,2013,59,Best Director,DIRECTING,Farhan Akhtar,Don 2,False
2012,2013,59,Best Director,DIRECTING,Imtiaz Ali,Rockstar,False
2012,2013,59,Best Director,DIRECTING,Milan Luthria,The Dirty Picture,False
2012,2013,59,Best Director,DIRECTING,Raj Kumar Gupta,No One Killed Jessica,False
2013,2014,60,Best Director,DIRECTING,Sujoy Ghosh,Kahaani,True
2013,2014,60,Best Director,DIRECTING,Anurag Basu,Barfi!,False
2013,2014,60,Best Director,DIRECTING,Anurag Kashyap,Gangs of Wasseypur,False
2013,2014,60,Best Director,DIRECTING,Gauri Shinde,English Vinglish,False
2013,2014,60,Best Director,DIRECTING,Shoojit Sircar,Vicky Donor,False
2014,2015,61,Best Director,DIRECTING,Rakeysh Omprakash Mehra,Bhaag Milkha Bhaag,True
2014,2015,61,Best Director,DIRECTING,Abhishek Kapoor,Kai Po Che!,False
2014,2015,61,Best Director,DIRECTING,Anand L. Rai,Raanjhanaa,False
2014,2015,61,Best Director,DIRECTING,Ayan Mukerji,Yeh Jawaani Hai Deewani,False
2014,2015,61,Best Director,DIRECTING,Rohit Shetty,Chennai Express,False
2014,2015,61,Best Director,DIRECTING,Sanjay Leela Bhansali,Goliyon Ki Raasleela Ram-Leela,False
2015,2016,62,Best Director,DIRECTING,Vikas Bahl,Queen,True
2015,2016,62,Best Director,DIRECTING,Abhishek Varman,2 States,False
2015,2016,62,Best Director,DIRECTING,Anurag Kashyap,Ugly,False
2015,2016,62,Best Director,DIRECTING,Rajkumar Hirani,PK,False
2015,2016,62,Best Director,DIRECTING,Vishal Bhardwaj,Haider,False
2016,2017,63,Best Director,DIRECTING,Sanjay Leela Bhansali,Bajirao Mastani,True
2016,2017,63,Best Director,DIRECTING,Anand L. Rai,Tanu Weds Manu Returns,False
2016,2017,63,Best Director,DIRECTING,Kabir Khan,Bajrangi Bhaijaan,False
2016,2017,63,Best Director,DIRECTING,Meghna Gulzar,Talvar,False
2016,2017,63,Best Director,DIRECTING,Shoojit Sircar,Piku,False
2016,2017,63,Best Director,DIRECTING,Sriram Raghavan,Badlapur,False
2017,2018,64,Best Director,DIRECTING,Nitesh Tiwari,Dangal,True
2017,2018,64,Best Director,DIRECTING,Abhishek Chaubey,Udta Punjab,False
2017,2018,64,Best Director,DIRECTING,Ali Abbas Zafar,Sultan,False
2017,2018,64,Best Director,DIRECTING,Karan Johar,Ae Dil Hai Mushkil,False
2017,2018,64,Best Director,DIRECTING,Ram Madhvani,Neerja,False
2017,2018,64,Best Director,DIRECTING,Shakun Batra,Kapoor & Sons,False
2018,2019,65,Best Director,DIRECTING,Ashwiny Iyer Tiwari,Bareilly Ki Barfi,True
2018,2019,65,Best Director,DIRECTING,Advait Chandan,Secret Superstar,False
2018,2019,65,Best Director,DIRECTING,Saket Chaudhary,Hindi Medium,False
2018,2019,65,Best Director,DIRECTING,Shashank Khaitan,Badrinath Ki Dulhania,False
2018,2019,65,Best Director,DIRECTING,Shree Narayan Singh,Toilet: Ek Prem Katha,False
2019,2020,66,Best Director,DIRECTING,Meghna Gulzar,Raazi,True
2019,2020,66,Best Director,DIRECTING,Amar Kaushik,Stree,False
2019,2020,66,Best Director,DIRECTING,Amit Sharma,Badhaai Ho,False
2019,2020,66,Best Director,DIRECTING,Rajkumar Hirani,Sanju,False
2019,2020,66,Best Director,DIRECTING,Sanjay Leela Bhansali,Padmaavat,False
2019,2020,66,Best Director,DIRECTING,Sriram Raghavan,Andhadhun,False
2020,2021,67,Best Director,DIRECTING,Zoya Akhtar,Gully Boy,True
2020,2021,67,Best Director,DIRECTING,Aditya Dhar,Uri: The Surgical Strike,False
2020,2021,67,Best Director,DIRECTING,Jagan Shakti,Mission Mangal,False
2020,2021,67,Best Director,DIRECTING,Nitesh Tiwari,Chhichhore,False
2020,2021,67,Best Director,DIRECTING,Siddharth Anand,War,False
2021,2022,68,Best Director,DIRECTING,Om Raut,Tanhaji,True
2021,2022,68,Best Director,DIRECTING,Anubhav Sinha,Thappad,False
2021,2022,68,Best Director,DIRECTING,Anurag Basu,Ludo,False
2021,2022,68,Best Director,DIRECTING,Sharan Sharma,Gunjan Saxena: The Kargil Girl,False
2021,2022,68,Best Director,DIRECTING,Shoojit Sircar,Gulabo Sitabo,False
2022,2023,69,Best Director,DIRECTING,Vishnuvardhan,Shershaah,True
2022,2023,69,Best Director,DIRECTING,Akarsh Khurana,Rashmi Rocket,False
2022,2023,69,Best Director,DIRECTING,Kabir Khan,83,False
2022,2023,69,Best Director,DIRECTING,Seema Pahwa,Ramprasad Ki Tehrvi,False
2022,2023,69,Best Director,DIRECTING,Shoojit Sircar,Sardar Udham,False
2023,2024,70,Best Director,DIRECTING,Sanjay Leela Bhansali,Gangubai Kathiawadi,True
2023,2024,70,Best Director,DIRECTING,Anees Bazmee,Bhool Bhulaiyaa 2,False
2023,2024,70,Best Director,DIRECTING,Ayan Mukerji,Brahmāstra: Part One – Shiva,False
2023,2024,70,Best Director,DIRECTING,Harshavardhan Kulkarni,Badhaai Do,False
2023,2024,70,Best Director,DIRECTING,Sooraj Barjatya,Uunchai,False
2023,2024,70,Best Director,DIRECTING,Vivek Agnihotri,The Kashmir Files,False
2024,2025,71,Best Director,DIRECTING,Vidhu Vinod Chopra,12th Fail,True
2024,2025,71,Best Director,DIRECTING,Amit Rai,OMG 2,False
2024,2025,71,Best Director,DIRECTING,Atlee,Jawan,False
2024,2025,71,Best Director,DIRECTING,Karan Johar,Rocky Aur Rani Kii Prem Kahaani,False
2024,2025,71,Best Director,DIRECTING,Sandeep Reddy Vanga,Animal,False
2024,2025,71,Best Director,DIRECTING,Siddharth Anand,Pathaan,False
2025,2026,72,Best Director,DIRECTING,Kiran Rao,Laapataa Ladies,True
2025,2026,72,Best Director,DIRECTING,Aditya Suhas Jambhale,Article 370,False
2025,2026,72,Best Director,DIRECTING,Amar Kaushik,Stree 2,False
2025,2026,72,Best Director,DIRECTING,Anees Bazmee,Bhool Bhulaiyaa 3,False
2025,2026,72,Best Director,DIRECTING,Nikhil Nagesh Bhat,Kill,False
1954,1955,1,Best Actor,ACTOR IN A LEADING ROLE,,Dilip Kumar ‡,False
1955,1956,2,Best Actor,ACTOR IN A LEADING ROLE,,Bharat Bhushan ‡,False
1956,1957,3,Best Actor,ACTOR IN A LEADING ROLE,,Dilip Kumar ‡,False
1956,1957,3,Best Actor,ACTOR IN A LEADING ROLE,Bharat Bhushan,Mirza Ghalib,False
1956,1957,3,Best Actor,ACTOR IN A LEADING ROLE,Dev Anand,Amar / Raj,False
1957,1958,4,Best Actor,ACTOR IN A LEADING ROLE,Dilip Kumar ‡,Devdas Mukherjee,True
1957,1958,4,Best Actor,ACTOR IN A LEADING ROLE,Raj Kapoor,Peasant,False
1958,1959,5,Best Actor,ACTOR IN A LEADING ROLE,Dilip Kumar ‡,Shankar,True
1959,1960,6,Best Actor,ACTOR IN A LEADING ROLE,,Dev Anand ‡,False
1959,1960,6,Best Actor,ACTOR IN A LEADING ROLE,Dilip Kumar,Anand/Deven,False
1959,1960,6,Best Actor,ACTOR IN A LEADING ROLE,Raj Kapoor,Ram Babu,False
1960,1961,7,Best Actor,ACTOR IN A LEADING ROLE,,Raj Kapoor ‡,False
1960,1961,7,Best Actor,ACTOR IN A LEADING ROLE,Dev Anand,Sunil Kumar,False
1960,1961,7,Best Actor,ACTOR IN A LEADING ROLE,Dilip Kumar,Ratan Lal,False
1961,1962,8,Best Actor,ACTOR IN A LEADING ROLE,,Dilip Kumar ‡,False
1961,1962,8,Best Actor,ACTOR IN A LEADING ROLE,Dev Anand,Raghuvir,False
1961,1962,8,Best Actor,ACTOR IN A LEADING ROLE,Dilip Kumar,Prince Salim,False
1961,1962,8,Best Actor,ACTOR IN A LEADING ROLE,Raj Kapoor,Chhalia,False
1962,1963,9,Best Actor,ACTOR IN A LEADING ROLE,,Raj Kapoor ‡,False
1962,1963,9,Best Actor,ACTOR IN A LEADING ROLE,Dev Anand,Capt. Anand/Major. Manohar Lal Verma,False
1962,1963,9,Best Actor,ACTOR IN A LEADING ROLE,Dilip Kumar,Gungaram,False
1963,1964,10,Best Actor,ACTOR IN A LEADING ROLE,,Ashok Kumar ‡,False
1963,1964,10,Best Actor,ACTOR IN A LEADING ROLE,Guru Dutt,"Atulya ""Bhootnath"" Chakraborty",False
1963,1964,10,Best Actor,ACTOR IN A LEADING ROLE,Shammi Kapoor,Pritam Khanna,False
1964,1965,11,Best Actor,ACTOR IN A LEADING ROLE,,Sunil Dutt ‡,False
1964,1965,11,Best Actor,ACTOR IN A LEADING ROLE,Ashok Kumar,Barrister Ashok,False
1964,1965,11,Best Actor,ACTOR IN A LEADING ROLE,Rajendra Kumar,Dr. Dharmesh,False
1965,1966,12,Best Actor,ACTOR IN A LEADING ROLE,,Dilip Kumar ‡,False
1965,1966,12,Best Actor,ACTOR IN A LEADING ROLE,Rajendra Kumar,Shyam,False
1965,1966,12,Best Actor,ACTOR IN A LEADING ROLE,Raj Kapoor,Lieutenant Sundar Khanna,False
1966,1967,13,Best Actor,ACTOR IN A LEADING ROLE,,Sunil Dutt ‡,False
1966,1967,13,Best Actor,ACTOR IN A LEADING ROLE,Raaj Kumar,Moti,False
1966,1967,13,Best Actor,ACTOR IN A LEADING ROLE,Rajendra Kumar,GopalSarju,False
1967,1968,14,Best Actor,ACTOR IN A LEADING ROLE,,Dev Anand ‡,False
1967,1968,14,Best Actor,ACTOR IN A LEADING ROLE,Dharmendra,"Shakti ""Shaaka"" Singh",False
1967,1968,14,Best Actor,ACTOR IN A LEADING ROLE,Dilip Kumar,Shankar / Rajasahab,False
1968,1969,15,Best Actor,ACTOR IN A LEADING ROLE,,Dilip Kumar ‡,False
1968,1969,15,Best Actor,ACTOR IN A LEADING ROLE,Manoj Kumar,Bharat,False
1968,1969,15,Best Actor,ACTOR IN A LEADING ROLE,Sunil Dutt,Gopikishan a.k.a. Gopi,False
1969,1970,16,Best Actor,ACTOR IN A LEADING ROLE,,Shammi Kapoor ‡,False
1969,1970,16,Best Actor,ACTOR IN A LEADING ROLE,Dilip Kumar,Rajesh Sahab,False
1969,1970,16,Best Actor,ACTOR IN A LEADING ROLE,Kundan S. Prasad,Sunghursh,False
1970,1971,17,Best Actor,ACTOR IN A LEADING ROLE,,Ashok Kumar ‡,False
