year,ceremony,category,nominee,film,country,winner,source_url
2013,BIFA 2013,Best Supporting Actor,Metro Manila,Douglas Ong,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2013,BIFA 2013,Best Supporting Actor,Starred Up,Oliver Baumer,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2013,BIFA 2013,Best Supporting Actress,Imogen Poots,The Look of Love,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2013,BIFA 2013,Best Supporting Actress,Filth,Bunty Blades,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2013,BIFA 2013,Best Supporting Actress,The Double,Hannah,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2013,BIFA 2013,Best Supporting Actress,The Invisible Woman,Frances Ternan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2013,BIFA 2013,Best Supporting Actress,The Selfish Giant,Mrs. Swift,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2014,BIFA 2014,Best Actor,Brendan Gleeson,Calvary,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2014,BIFA 2014,Best Actor,'71,Gary Hook,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2014,BIFA 2014,Best Actor,Mr. Turner,J. M. W. Turner,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2014,BIFA 2014,Best Actor,The Imitation Game,Alan Turing,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2014,BIFA 2014,Best Actor,X+Y,Nathan Ellis,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2014,BIFA 2014,Best Actress,Gugu Mbatha-Raw,Belle,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2014,BIFA 2014,Best Actress,Catch Me Daddy,Laila,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2014,BIFA 2014,Best Actress,Lilting,Junn,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2014,BIFA 2014,Best Actress,Testament of Youth,Vera Brittain,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2014,BIFA 2014,Best Actress,The Imitation Game,Joan Clarke,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2014,BIFA 2014,Best British Independent Film,,Pride,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2014,BIFA 2014,Best British Independent Film,,Yann Demange,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2014,BIFA 2014,Best British Independent Film,,John Michael McDonagh,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2014,BIFA 2014,Best British Independent Film,,Mike Leigh,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2014,BIFA 2014,Best British Independent Film,,Morten Tyldum,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2014,BIFA 2014,Best Supporting Actor,Andrew Scott,Pride,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2014,BIFA 2014,Best Supporting Actor,'71,Captain Sandy Brown,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2014,BIFA 2014,Best Supporting Actor,Frank,Frank,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2014,BIFA 2014,Best Supporting Actor,Pride,Mark Ashton,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2014,BIFA 2014,Best Supporting Actor,X+Y,Martin Humphreys,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2014,BIFA 2014,Best Supporting Actress,Imelda Staunton,Pride,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2014,BIFA 2014,Best Supporting Actress,Frank,Clara,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2014,BIFA 2014,Best Supporting Actress,Mr. Turner,Hannah Danby,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2014,BIFA 2014,Best Supporting Actress,The Goob,Janet Taylor,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2014,BIFA 2014,Best Supporting Actress,X+Y,Julie Ellis,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2015,BIFA 2015,Best Actor,Tom Hardy,Legend,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2015,BIFA 2015,Best Actor,45 Years,Geoff Mercer,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2015,BIFA 2015,Best Actor,High-Rise,Dr. Robert Laing,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2015,BIFA 2015,Best Actor,Macbeth,Macbeth,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2015,BIFA 2015,Best Actor,The Lobster,David,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2015,BIFA 2015,Best Actress,Saoirse Ronan,Brooklyn,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2015,BIFA 2015,Best Actress,45 Years,Kate Mercer,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2015,BIFA 2015,Best Actress,Macbeth,Lady Macbeth,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2015,BIFA 2015,Best Actress,Suffragette,Maud Watts,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2015,BIFA 2015,Best Actress,The Danish Girl,Gerda Wegener,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2015,BIFA 2015,Best British Independent Film,,Ex Machina,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2015,BIFA 2015,Best British Independent Film,,Asif Kapadia,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2015,BIFA 2015,Best British Independent Film,,Andrew Haigh,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2015,BIFA 2015,Best British Independent Film,,Yorgos Lanthimos,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2015,BIFA 2015,Best British Independent Film,,Justin Kurzel,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2015,BIFA 2015,Best Supporting Actor,Brendan Gleeson,Suffragette,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2015,BIFA 2015,Best Supporting Actor,Brooklyn,Jim Farrell,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2015,BIFA 2015,Best Supporting Actor,High-Rise,Richard Wilder,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2015,BIFA 2015,Best Supporting Actor,Macbeth,Macduff,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2015,BIFA 2015,Best Supporting Actor,The Lobster,The Limping Man,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2015,BIFA 2015,Best Supporting Actress,Olivia Colman,The Lobster,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2015,BIFA 2015,Best Supporting Actress,Brooklyn,Madge Kehoe,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2015,BIFA 2015,Best Supporting Actress,High-Rise,Charlotte Melville,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2015,BIFA 2015,Best Supporting Actress,Suffragette,Edith Ellyn,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2015,BIFA 2015,Best Supporting Actress,Violet Miller,Violet Miller,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2016,BIFA 2016,Best Actor,Dave Johns,"I, Daniel Blake",,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2016,BIFA 2016,Best Actor,American Honey,Jake,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2016,BIFA 2016,Best Actor,I Am Not a Serial Killer,John Wayne Cleaver,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2016,BIFA 2016,Best Actor,My Feral Heart,Luke,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2016,BIFA 2016,Best Actor,Trespass Against Us,Chad Cutler,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2016,BIFA 2016,Best Actress,Sasha Lane,American Honey,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2016,BIFA 2016,Best Actress,Adult Life Skills,Anna,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2016,BIFA 2016,Best Actress,Couple in a Hole,Karen,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2016,BIFA 2016,Best Actress,"I, Daniel Blake",Katie Morgan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2016,BIFA 2016,Best Actress,Under the Shadow,Shideh,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2016,BIFA 2016,Best British Independent Film,,American Honey,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2016,BIFA 2016,Best British Independent Film,,Tom Geens,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2016,BIFA 2016,Best British Independent Film,,Ken Loach,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2016,BIFA 2016,Best British Independent Film,,James Spinney and Peter Middleton,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2016,BIFA 2016,Best British Independent Film,,Babak Anvari,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2016,BIFA 2016,Best Supporting Actor,Brett Goldstein,Adult Life Skills,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2016,BIFA 2016,Best Supporting Actor,Anthropoid,Jan Kubiš,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2016,BIFA 2016,Best Supporting Actor,I Am Not a Serial Killer,Bill Crowley,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2016,BIFA 2016,Best Supporting Actor,The Pass,Ade,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2016,BIFA 2016,Best Supporting Actor,Trespass Against Us,Gordon Bennett,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2016,BIFA 2016,Best Supporting Actress,Avin Manshadi,Under the Shadow,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2016,BIFA 2016,Best Supporting Actress,A United Kingdom,Naledi Khama,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2016,BIFA 2016,Best Supporting Actress,My Feral Heart,Eve,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2016,BIFA 2016,Best Supporting Actress,Our Kind of Traitor,Gail Perkins,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2016,BIFA 2016,Best Supporting Actress,The Girl with All the Gifts,Helen Justineau,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2017,BIFA 2017,Best Actor,Josh O'Connor,God's Own Country,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2017,BIFA 2017,Best Actor,Film Stars Don't Die in Liverpool,Peter Turner,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2017,BIFA 2017,Best Actor,God's Own Country,Gheorghe Ionescu,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2017,BIFA 2017,Best Actor,Jawbone,Jimmy McCabe,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2017,BIFA 2017,Best Actor,Journeyman,Matty Burton,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2017,BIFA 2017,Best Actress,Florence Pugh,Lady Macbeth,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2017,BIFA 2017,Best Actress,Daphne,Daphne,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2017,BIFA 2017,Best Actress,Dark River,Alice,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2017,BIFA 2017,Best Actress,I Am Not a Witch,Shula,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2017,BIFA 2017,Best Actress,"Three Billboards Outside Ebbing, Missouri",Mildred Hayes,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2017,BIFA 2017,Best British Independent Film,,God's Own Country,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2017,BIFA 2017,Best British Independent Film,,Armando Iannucci,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2017,BIFA 2017,Best British Independent Film,,Rungano Nyoni,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2017,BIFA 2017,Best British Independent Film,,William Oldroyd,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2017,BIFA 2017,Best British Independent Film,,Martin McDonagh,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2017,BIFA 2017,Best Supporting Actor,Simon Russell Beale,The Death of Stalin,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2017,BIFA 2017,Best Supporting Actor,God's Own Country,Martin Saxby,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2017,BIFA 2017,Best Supporting Actor,The Death of Stalin,Nikita Khrushchev,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2017,BIFA 2017,Best Supporting Actor,"Three Billboards Outside Ebbing, Missouri",Bill Willoughby,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2017,BIFA 2017,Best Supporting Actor,"Three Billboards Outside Ebbing, Missouri",Jason Dixon,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2017,BIFA 2017,Best Supporting Actress,Patricia Clarkson,The Party,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2017,BIFA 2017,Best Supporting Actress,Film Stars Don't Die in Liverpool,Bella Turner,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2017,BIFA 2017,Best Supporting Actress,Goodbye Christopher Robin,Olive,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2017,BIFA 2017,Best Supporting Actress,Lady Macbeth,Anna,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2017,BIFA 2017,Best Supporting Actress,The Death of Stalin,Svetlana Stalin,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2018,BIFA 2018,Best Actor,Joe Cole,A Prayer Before Dawn,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2018,BIFA 2018,Best Actor,Lean on Pete,Charley Thompson,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2018,BIFA 2018,Best Actor,Stan & Ollie,Stan Laurel,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2018,BIFA 2018,Best Actor,The Happy Prince,Oscar Wilde,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2018,BIFA 2018,Best Actor,You Were Never Really Here,Joe,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2018,BIFA 2018,Best Actress,Olivia Colman,The Favourite,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2018,BIFA 2018,Best Actress,Beast,Moll,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2018,BIFA 2018,Best Actress,Disobedience,Ronit Krushka,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2018,BIFA 2018,Best Actress,Funny Cow,Funny Cow,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2018,BIFA 2018,Best Actress,The Escape,Tara,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2018,BIFA 2018,Best British Independent Film,,The Favourite,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2018,BIFA 2018,Best British Independent Film,,"Bart Layton, Katherine Butler, Dimitri Doganis, Derrin Schlesinger and Mary Jane Skalski",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2018,BIFA 2018,Best British Independent Film,,"Michael Pearce, Kristian Brodie, Lauren Dark and Ivana Mackinnon",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2018,BIFA 2018,Best British Independent Film,,"Sebastián Lelio, Rebecca Lenkiewicz, Ed Guiney, Frida Torresblanco and Rachel Weisz",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2018,BIFA 2018,Best British Independent Film,,"Lynne Ramsay, Pascal Caucheteux, Rosa Attab, James Wilson and Rebecca O'Brien",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2018,BIFA 2018,Best Supporting Actor,Alessandro Nivola,Disobedience,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2018,BIFA 2018,Best Supporting Actor,American Animals,Spencer Reinhard,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2018,BIFA 2018,Best Supporting Actor,Colette,Henry Gauthier-Villars,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2018,BIFA 2018,Best Supporting Actor,Lean on Pete,Del Montgomery,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2018,BIFA 2018,Best Supporting Actor,Warren Lipka,Warren Lipka,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2018,BIFA 2018,Best Supporting Actress,Rachel Weisz,The Favourite,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2018,BIFA 2018,Best Supporting Actress,Apostasy,Alex,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2018,BIFA 2018,Best Supporting Actress,Disobedience,Esti Kuperman,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2018,BIFA 2018,Best Supporting Actress,Stan & Ollie,Ida Kitaeva Laurel,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2018,BIFA 2018,Best Supporting Actress,The Favourite,Abigail,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2019,BIFA 2019,Best Actor,Josh O'Connor,Only You,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2019,BIFA 2019,Best Actor,Sorry We Missed You,Ricky Turner,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2019,BIFA 2019,Best Actor,The Last Tree,Femi,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2019,BIFA 2019,Best Actor,The Personal History of David Copperfield,David Copperfield,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2019,BIFA 2019,Best Actor,The Souvenir,Anthony,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2019,BIFA 2019,Best Actress,Renée Zellweger,Judy,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2019,BIFA 2019,Best Actress,Animals,Laura,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2019,BIFA 2019,Best Actress,Dirty God,Jade,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2019,BIFA 2019,Best Actress,Eternal Beauty,June,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2019,BIFA 2019,Best Actress,Wild Rose,Rose-Lynn Harlan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2019,BIFA 2019,Best British Independent Film,,For Sama,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2019,BIFA 2019,Best British Independent Film,,Mark Jenkin,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2019,BIFA 2019,Best British Independent Film,,Armando Iannucci,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2019,BIFA 2019,Best British Independent Film,,Joanna Hogg,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2019,BIFA 2019,Best British Independent Film,,Tom Harper,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2019,BIFA 2019,Best Supporting Actor,Hugh Laurie,The Personal History of David Copperfield,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2019,BIFA 2019,Best Supporting Actor,Dirty God,Naz,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2019,BIFA 2019,Best Supporting Actor,The Boy Who Harnessed the Wind,Trywell Kamkwamba,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2019,BIFA 2019,Best Supporting Actor,The Vanishing,Thomas Marshall,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2019,BIFA 2019,Best Supporting Actor,Yuli: The Carlos Acosta Story,Young Carlos Acosta,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actor
2019,BIFA 2019,Best Supporting Actress,Ruthxjiah Bellenea,The Last Tree,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2019,BIFA 2019,Best Supporting Actress,Scarborough,Beth,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2019,BIFA 2019,Best Supporting Actress,The Personal History of David Copperfield,Betsey Trotwood,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2019,BIFA 2019,Best Supporting Actress,Vita and Virginia,Virginia Woolf,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2019,BIFA 2019,Best Supporting Actress,Wild Rose,Marion Harlan,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Supporting_Actress
2020,BIFA 2020,Best Actor,Anthony Hopkins,The Father,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2020,BIFA 2020,Best Actor,Calm with Horses,Douglas,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2020,BIFA 2020,Best Actor,His House,Bol,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2020,BIFA 2020,Best Actor,Limbo,Omarr,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2020,BIFA 2020,Best Actor,Mogul Mowgli,Zed,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actor_in_a_British_Independent_Film
2020,BIFA 2020,Best Actress,Wunmi Mosaku,His House,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2020,BIFA 2020,Best Actress,Her Self,Sandra,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2020,BIFA 2020,Best Actress,Luxor,Hana,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2020,BIFA 2020,Best Actress,Rocks,"Olushola ""Rocks"" Omotoso",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2020,BIFA 2020,Best Actress,Saint Maud,Maud,,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film
2020,BIFA 2020,Best British Independent Film,,Rocks,,1,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2020,BIFA 2020,Best British Independent Film,,"Nick Rowland, Joe Murtagh and Daniel Emmerson",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
2020,BIFA 2020,Best British Independent Film,,"Florian Zeller, Christopher Hampton, David Parfitt, Jean-Louis Livi and Philippe Carcassonne",,0,https://en.wikipedia.org/wiki/BIFA_Award_for_Best_British_Independent_Film
