year,ceremony,category,nominee,film,country,winner,source_url
1990,Evening Standard British Film Awards 1990,Best Actress,"Natasha Richardson – The Comfort of Strangers, The Handmaid's Tale",,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1990,Evening Standard British Film Awards 1990,Best Film,,The Krays – Peter Medak,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1990,Evening Standard British Film Awards 1990,Best Screenplay,,Michael Eaton – Fellow Traveller,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1990,Evening Standard British Film Awards 1990,Best Technical or Artistic Achievement,,David Watkin – Memphis Belle,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1990,Evening Standard British Film Awards 1990,Most Promising Newcomer,,Philip Ridley – The Krays,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1990,Evening Standard British Film Awards 1990,Peter Sellers Award for Comedy,,Robbie Coltrane,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1991,Evening Standard British Film Awards 1991,Best Actor,"Alan Rickman – Robin Hood: Prince of Thieves, Close My Eyes, Truly Madly Deeply",,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1991,Evening Standard British Film Awards 1991,Best Actress,"Juliet Stevenson – Truly, Madly, Deeply",,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1991,Evening Standard British Film Awards 1991,Best Film,,Close My Eyes – Stephen Poliakoff,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1991,Evening Standard British Film Awards 1991,Best Screenplay,,Neil Jordan – The Miracle,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1991,Evening Standard British Film Awards 1991,Best Technical or Artistic Achievement,,"Sandy Powell – Edward II, The Miracle, The Pope Must Die",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1991,Evening Standard British Film Awards 1991,Most Promising Newcomer,,"Anthony Minghella – Truly, Madly, Deeply",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1991,Evening Standard British Film Awards 1991,Peter Sellers Award for Comedy,,"The Commitments – Dick Clement, Roddy Doyle, Ian La Frenais",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1992,Evening Standard British Film Awards 1992,Best Actor,Daniel Day-Lewis – The Last of the Mohicans,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1992,Evening Standard British Film Awards 1992,Best Actress,"Emma Thompson – Howards End, Peter's Friends",,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1992,Evening Standard British Film Awards 1992,Best Film,,Howards End – James Ivory,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1992,Evening Standard British Film Awards 1992,Best Screenplay,,Terence Davies – The Long Day Closes,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1992,Evening Standard British Film Awards 1992,Best Technical or Artistic Achievement,,"Sue Gibson – Hear My Song, Secret Friends",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1992,Evening Standard British Film Awards 1992,Most Promising Newcomer,,Peter Chelsom – Hear My Song,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1992,Evening Standard British Film Awards 1992,Peter Sellers Award for Comedy,,Peter's Friends,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1993,Evening Standard British Film Awards 1993,Best Actor,David Thewlis – Naked,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1993,Evening Standard British Film Awards 1993,Best Actress,"Emma Thompson – The Remains of the Day, Much Ado About Nothing",,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1993,Evening Standard British Film Awards 1993,Best Film,,Raining Stones – Ken Loach,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1993,Evening Standard British Film Awards 1993,Best Screenplay,,Jim Allen – Raining Stones,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1993,Evening Standard British Film Awards 1993,Best Technical or Artistic Achievement,,"Sandy Powell – Orlando, Stuart Craig – The Secret Garden",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1993,Evening Standard British Film Awards 1993,Most Promising Newcomer,,"Vadim Jean, Gary Sinyor – Leon the Pig Farmer",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1993,Evening Standard British Film Awards 1993,Peter Sellers Award for Comedy,,Les Blair – Bad Behaviour,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1993,Evening Standard British Film Awards 1993,Special Award,,Anthony Hopkins,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1994,Evening Standard British Film Awards 1994,Best Actor,Ben Kingsley – Schindler's List,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1994,Evening Standard British Film Awards 1994,Best Actress,Kristin Scott Thomas – Four Weddings and a Funeral,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1994,Evening Standard British Film Awards 1994,Best Film,,In the Name of the Father – Jim Sheridan,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1994,Evening Standard British Film Awards 1994,Best Screenplay,,Richard Curtis – Four Weddings and a Funeral,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1994,Evening Standard British Film Awards 1994,Best Technical or Artistic Achievement,,"Dave Borthwick, Richard 'Hutch' Hutchinson – The Secret Adventures of Tom Thumb",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1994,Evening Standard British Film Awards 1994,Most Promising Newcomer,,"Ian Hart – Backbeat, Gurinder Chadha – Bhaji on the Beach",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1994,Evening Standard British Film Awards 1994,Peter Sellers Award for Comedy,,Hugh Grant – Four Weddings and a Funeral,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1994,Evening Standard British Film Awards 1994,Special Award,,Alec Guinness,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1995,Evening Standard British Film Awards 1995,Best Actor,Jonathan Pryce – Carrington,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1995,Evening Standard British Film Awards 1995,Best Actress,Kristin Scott Thomas – Angels & Insects,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1995,Evening Standard British Film Awards 1995,Best Film,,The Madness of King George – Nicholas Hytner,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1995,Evening Standard British Film Awards 1995,Best Screenplay,,Alan Bennett – The Madness of King George,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1995,Evening Standard British Film Awards 1995,Best Technical or Artistic Achievement,,Andrew Dunn – The Madness of King George,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1995,Evening Standard British Film Awards 1995,Most Promising Newcomer,,Danny Boyle – Shallow Grave,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1995,Evening Standard British Film Awards 1995,Peter Sellers Award for Comedy,,Peter Chelsom – Funny Bones,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1995,Evening Standard British Film Awards 1995,Special Award,,Lewis Gilbert,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1996,Evening Standard British Film Awards 1996,Best Actor,Liam Neeson – Michael Collins,,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1996,Evening Standard British Film Awards 1996,Best Actress,"Kate Winslet – Sense and Sensibility, Jude",,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1996,Evening Standard British Film Awards 1996,Best Film,,Richard III – Ian McKellen,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1996,Evening Standard British Film Awards 1996,Best Screenplay,,"Emma Thompson – Sense and Sensibility, John Hodge – Trainspotting",UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
1996,Evening Standard British Film Awards 1996,Best Technical or Artistic Achievement,,Tony Burrough – Richard III,UK,1,https://en.wikipedia.org/wiki/Evening_Standard_British_Film_Awards
