award_show,year,ceremony_edition,category,nominee_name,work_title,role_or_character,result,language,source_url
Filmfare Awards South,2002,,Best Actress,Shriya Saran,Santosham,Bhanu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2003,,Best Actress,Asin,Amma Nanna O Tamila Ammayi,Mugambigambal,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2003,,Best Actress,Asin,Sivamani,Vasanta,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2003,,Best Actress,Bhumika Chawla,Missamma,Meghana,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2003,,Best Actress,Sridevi Vijaykumar,Ninne Ishtapaddanu,Geetanjali,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2004,,Best Actress,Trisha Krishnan,Varsham,Sailaja,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2004,,Best Actress,Jyothika,Mass,Anjali,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2004,,Best Actress,Kamalinee Mukherjee,Anand,Roopa,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2004,,Best Actress,Katrina Kaif,Malliswari,Malliswari,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2004,,Best Actress,Shriya Saran,Nenunnanu,Anu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2005,,Best Actress,Trisha Krishnan,Nuvvostanante Nenoddantana,Siri,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2005,,Best Actress,Ayesha Takia,Super,Siri Valli,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2005,,Best Actress,Charmy Kaur,Anukokunda Oka Roju,Sahasra,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2005,,Best Actress,Shriya Saran,Chatrapathi,Neelu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2005,,Best Actress,Trisha Krishnan,Athadu,Poori,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2006,,Best Actress,Genelia D'Souza,Bommarillu,Haasini Rao,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2006,,Best Actress,Aarthi Agarwal,Andala Ramudu,Radha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2006,,Best Actress,Ileana D'Cruz,Pokiri,Shruti,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2006,,Best Actress,Jyothika,Shock,Madhurima,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2006,,Best Actress,Kamalinee Mukherjee,Godavari,Seetha Mahalakshmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2007,,Best Actress,Trisha Krishnan,Aadavari Matalaku Arthale Verule,Keerti / Kusumamba,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2007,,Best Actress,Bhumika Chawla,Anasuya,Anasuya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2007,,Best Actress,Charmy Kaur,Mantra,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2007,,Best Actress,Genelia D'Souza,Dhee,Pooja,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2007,,Best Actress,Nayanthara,Tulasi,Vasundhara,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2008,,Best Actress,Swathi Reddy,Ashta Chamma,Lavanya,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2008,,Best Actress,Ileana D'Cruz,Jalsa,Bhagyamathi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2008,,Best Actress,Kamalinee Mukherjee,Gamyam,Janaki,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2008,,Best Actress,Shweta Basu Prasad,Kotha Bangaru Lokam,Swapna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2008,,Best Actress,Trisha Krishnan,Krishna,Sandhya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2009,,Best Actress,Anushka Shetty,Arundhati,"Arundhati Jr / Arundhati Sr ""Jejamma""",Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2009,,Best Actress,Ileana D'Cruz,Kick,Naina,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2009,,Best Actress,Kajal Aggarwal,Magadheera,Indira / Mithravinda Devi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2009,,Best Actress,Kamalinee Mukherjee,Gopi Gopika Godavari,Gopika,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2009,,Best Actress,Tamannaah Bhatia,Konchem Ishtam Konchem Kashtam,Geeta Subramanyam,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2010,,Best Actress,Anushka Shetty,Vedam,Saroja,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2010,,Best Actress,Anushka Shetty,Nagavalli,Chandramukhi / Nagavalli,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2010,,Best Actress,Kajal Aggarwal,Darling,Nandini,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2010,,Best Actress,Nayanthara,Simha,Gayatri,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2010,,Best Actress,Samantha,Ye Maaya Chesave,Jessie Thekekuthu,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2011,,Best Actress,Nayanthara,Sri Rama Rajyam,Sita,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2011,,Best Actress,Kajal Aggarwal,Mr. Perfect,Priya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2011,,Best Actress,Nithya Menen,Ala Modalaindi,Nithya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2011,,Best Actress,Samantha,Dookudu,Prasanthi Ajay Kumar,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2011,,Best Actress,Tamannaah Bhatia,100% Love,Mahalakshmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2012,,Best Actress,Samantha,Eega,Bindu,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2012,,Best Actress,Anushka Shetty,Damarukam,Maheswari,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2012,,Best Actress,Hansika Motwani,Denikaina Ready,Sharmila,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2012,,Best Actress,Nayanthara,Krishnam Vande Jagadgurum,Devika,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2012,,Best Actress,Tamannaah Bhatia,Racha,Chaitra,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2013,,Best Actress,Nithya Menen,Gunde Jaari Gallanthayyinde,Sravani,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2013,,Best Actress,Anushka Shetty,Mirchi,Vennela,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2013,,Best Actress,Nanditha Raj,Prema Katha Chitram,Nanditha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2013,,Best Actress,Rakul Preet Singh,Venkatadri Express,Prarthana,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2013,,Best Actress,Samantha,Attarintiki Daredi,Sashi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2014,,Best Actress,Shruti Haasan,Race Gurram,Spandana,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2014,,Best Actress,Kajal Aggarwal,Govindudu Andarivadele,Satya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2014,,Best Actress,Pooja Hegde,Oka Laila Kosam,Nandana,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2014,,Best Actress,Rakul Preet Singh,Loukyam,Chandrakala,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2014,,Best Actress,Samantha,Manam,Krishna Veni / Priya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2015,,Best Actress,Anushka Shetty,Rudhramadevi,Rudrama Devi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2015,,Best Actress,Hebah Patel,Kumari 21F,Meena Kumari,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2015,,Best Actress,Nithya Menen,Malli Malli Idi Rani Roju,Nazeera Khanum,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2015,,Best Actress,Shruti Haasan,Srimanthudu,Charuseela,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2015,,Best Actress,Tamannaah Bhatia,Baahubali: The Beginning,Avantika,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2016,,Best Actress,Samantha,A Aa,Anasuya Ramalingam,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2016,,Best Actress,Keerthy Suresh,Nenu Sailaja,Sailaja,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2016,,Best Actress,Lavanya Tripathi,Soggade Chinni Nayana,Seetha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2016,,Best Actress,Nivetha Thomas,Gentleman,Catherine,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2016,,Best Actress,Rakul Preet Singh,Nannaku Prematho,Divyanka Krishnamurthy,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2016,,Best Actress,Ritu Varma,Pelli Choopulu,Chitra,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2017,,Best Actress,Sai Pallavi,Fidaa,Bhanumati,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2017,,Best Actress,Anushka Shetty,Baahubali 2: The Conclusion,Devasena,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2017,,Best Actress,Nivetha Thomas,Ninnu Kori,Pallavi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2017,,Best Actress,Rakul Preet Singh,Rarandoi Veduka Chudham,Bhramaramba,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2017,,Best Actress,Ritika Singh,Guru,Rameswari,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2018,,Best Actress,Keerthy Suresh,Mahanati,Savitri,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2018,,Best Actress,Aditi Rao Hydari,Sammohanam,Sameera Rathore,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2018,,Best Actress,Anushka Shetty,Bhaagamathie,Bhaagamathie / Chanchala IAS,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2018,,Best Actress,Pooja Hegde,Aravinda Sametha Veera Raghava,Aravindha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2018,,Best Actress,Rashmika Mandanna,Geetha Govindam,Geetha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2018,,Best Actress,Samantha,Rangasthalam,Ramalakshmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actress,Sai Pallavi,Love Story,Mounika Rani,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actress,Sai Pallavi,Shyam Singha Roy,Rosie / Maithreyi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actress,Chandini Chowdary,Colour Photo,Deepthi Varma,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actress,Krithi Shetty,Uppena,"Sangeetha ""Bebamma""",Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actress,Pooja Hegde,Ala Vaikunthapurramuloo,Amulya,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actress,Rashmika Mandanna,Bheeshma,Chaitra,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2020 / 21,,Best Actress,Srivalli,Pushpa: The Rise,,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2022,,Best Actress,Mrunal Thakur,Sita Ramam,Princess Noor Jahan / Sita Mahalakshmi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2022,,Best Actress,Aishwarya Lekshmi,Ammu,Amudha Ravindranath,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2022,,Best Actress,Nazriya Nazim,Ante Sundaraniki,Leela Thomas,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2022,,Best Actress,Neha Shetty,DJ Tillu,Radhika,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2022,,Best Actress,Nithya Menen,Bheemla Nayak,Suguna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2022,,Best Actress,Sai Pallavi,Virata Parvam,Vennela,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2022,,Best Actress,Samantha,Yashoda,Yashoda,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2023,,Best Actress,Keerthy Suresh,Dasara,Vennala,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2023,,Best Actress,Mrunal Thakur,Hi Nanna,Yashna,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2023,,Best Actress,Vaishnavi Chaitanya,Baby,Vaishnavi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2023,,Best Actress,Anushka Shetty,Miss Shetty Mr Polishetty,Anvitha Ravali Shetty,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2023,,Best Actress,Samantha,Shaakuntalam,Shakuntala,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2024,,Best Actress,Nivetha Thomas,35 Chinna Katha Kaadu,Bala Saraswati,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2024,,Best Actress,Anupama Parameswaran,Tillu Square,Lilly Joseph,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2024,,Best Actress,Ashika Ranganath,Naa Saami Ranga,Varalakshmi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2024,,Best Actress,Meenakshi Chaudhary,Lucky Baskhar,Sumathi,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2024,,Best Actress,Priyanka Mohan,Saripodhaa Sanivaaram,Charulatha,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2024,,Best Actress,Rashmika Mandanna,Pushpa 2: The Rule,Srivalli,Nominee,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Actress_–_Telugu
Filmfare Awards South,2024,,Best Supporting Actress,Anjali,Rathnamala,Gangs of Godavari,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2023,,Best Supporting Actress,Rupa Lakshmi,Lakshmi,Balagam,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2022,,Best Supporting Actress,Nandita Das,Shakuntala,Virata Parvam,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2020 / 21,,Best Supporting Actress,Tabu,Yashoda,Ala Vaikunthapurramuloo,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2018,,Best Supporting Actress,Anasuya Bharadwaj,Rangamma Attha,Rangasthalam,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2017,,Best Supporting Actress,Ramya Krishna,Sivagami Devi,Baahubali: The Conclusion,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2016,,Best Supporting Actress,Nandita Swetha,Parvathi/Amala,Ekkadiki Pothavu Chinnavada,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2015,,Best Supporting Actress,Ramya Krishna,Sivagami Devi,Baahubali: The Beginning,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2014,,Best Supporting Actress,Lakshmi Manchu,Lisa Smith,Chandamama Kathalu,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2013,,Best Supporting Actress,Lakshmi Manchu,Chitra,Gundello Godari,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2012,,Best Supporting Actress,Amala,Mother,Life Is Beautiful,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2011,,Best Supporting Actress,Annie,Mallamma,Rajanna,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2010,,Best Supporting Actress,Abhinaya,Pavithra,Shambo Shiva Shambo,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2009,,Best Supporting Actress,Ramya Krishna,Rajyalakshmi,Konchem Ishtam Konchem Kashtam,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2008,,Best Supporting Actress,Jayasudha,Mother,Kotha Bangaru Lokam,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2007,,Best Supporting Actress,Sonia Deepti,Sravanthi,Happy Days,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2006,,Best Supporting Actress,Sandhya,Varalakshmi/Varam,Annavaram,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2005,,Best Supporting Actress,Neha Oberoi,Indira Priya Dharshini/Indu,Balu ABCDEFG,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2004,,Best Supporting Actress,Keerthi Reddy,Meenakshi,Arjun,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2003,,Best Supporting Actress,Jayasudha,Lakshmi,Amma Nanna O Tamila Ammayi,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2002,,Best Supporting Actress,Sangeetha,Seetha Mahalakshmi,Khadgam,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Supporting_Actress_–_Telugu
Filmfare Awards South,2024,,Best Music Director,Devi Sri Prasad,Pushpa 2: The Rule [ 1 ],,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2023,,Best Music Director,Vijai Bulganin,Baby [ 2 ],,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2022,,Best Music Director,M. M. Keeravani,RRR [ 3 ],,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2020 / 21,,Best Music Director,Devi Sri Prasad,Pushpa: The Rise [ 4 ],,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2018,,Best Music Director,Devi Sri Prasad,Rangasthalam,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2017,,Best Music Director,M. M. Keeravani [ 5 ],Baahubali 2: The Conclusion,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2016,,Best Music Director,Devi Sri Prasad [ 6 ],Nannaku Prematho,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2015,,Best Music Director,Devi Sri Prasad [ 7 ],Srimanthudu,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2014,,Best Music Director,Anoop Rubens [ 8 ],Manam,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2013,,Best Music Director,Devi Sri Prasad [ 9 ],Atharintiki Daaredi,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2012,,Best Music Director,Devi Sri Prasad [ 10 ],Gabbar Singh,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2011,,Best Music Director,S. Thaman [ 11 ],Dookudu,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2010,,Best Music Director,A. R. Rahman,Ye Maaya Chesave,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
Filmfare Awards South,2009,,Best Music Director,M. M. Keeravani,Magadheera,,Winner,Telugu,https://en.wikipedia.org/wiki/Filmfare_Award_for_Best_Music_Director_–_Telugu
